	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
361	9	15	2	Phoebe	Ross	Hey, do you wanna go to dinner tonight?	Oh, I can't. I've got a date with that waitress, Katy, yeah, I know we've been only going out like twice, but I have a really good feeling about her.	Hey, do you wanna go to dinner tonight?	Oh, I can't. I've got a date with that waitress, Katy, I know we've been only going out like twice, but I have a really good feeling about her.	2	2	2	2
362	2	21	3	Chandler	Ross	No?	No. Man I don't wanna have to have Joey with me every time I wanna descent cup of coffee. Ya know, and I don't wanna spend the rest of my life drinking cappucino with a 'K'. I say you and I go back down there and stand up to those guys.	No? Joey should not go with us?	Man I don't wanna have to have Joey with me every time I wanna descent cup of coffee. Ya know, and I don't wanna spend the rest of my life drinking cappucino with a 'K'. I say you and I go back down there and stand up to those guys.	2	2	2	2
363	2	2	1	Julie	Phoebe	Oh, listen you guys. I have this friend at Bloomingdale's who's quitting tomorrow and he wants to abuse his discount. So, anyone want to come with me and take advantage of it?	I can't, I have to take my grandmother to the vet.	I have this friend at Bloomingdale's who's quitting tomorrow and he wants to abuse his discount. So, anyone want to come with me and take advantage of it?	I can't, I have to take my grandmother to the vet.	2	2	2	2
364	4	13	2	Monica	Rachel	Oh my God, are you out of a job?	No, but they stuck me in personal shopping. Which is just a huge step down!	Oh my God, are you out of a job?	They stuck me in personal shopping. Which is just a huge step down!	2	2	2	2
365	1	12	1	Chandler	Joey	You think we're ready for something like that?	Why not?	You think we're ready for something like that?	Why not?	1	1	1	1
366	9	23-24	1	Joey	Rachel	Hey Rach, do you feel like going to a convention?	We can't. We're not pharmacists!	Hey Rach, do you feel like going to a convention?	We can't. We're not pharmacists!	2	2	2	2
367	8	3	1	Nurse	Rachel	Okay Rachel, are you comfortable?	(sighs) If I said I was, would you judge me?	Okay Rachel, are you comfortable?	If I said I was, would you judge me?	4	1	1	1
368	1	11	1	Phoebe	Chandler	Your mom was arrested?	Shhh, busy beaming with pride.	Your mom was arrested?	Shhh, busy beaming with pride.	1	4	1	1
369	5	17	1	Rachel	Mr. Zelner	(gasps) Oh! You are?	Um-hmm.	You are?	Um-hmm.	1	4	1	1
370	7	10	1	Rachel	Phoebe	Pheebs is your grandmother maybe saying that you should live here alone?	You heard her too?! You have the gift!	Pheebs is your grandmother maybe saying that you should live here alone?	You heard her too?! You have the gift!	1	1	1	1
371	7	7	2	Ross	Rachel	Let me ask you something, at your school was there a like uh a place on campus where students went to uh, fool around?	Yeah, there was. It was—there the corner of the library where-where all these dusty books that nobody ever read—Yes, there was.	Let me ask you something, at your school was there a like uh a place on campus where students went to uh, fool around?	There was. It was—there the corner of the library where-where all these dusty books that nobody ever read.	1	1	1	1
372	7	19	1	Estelle	Joey	There’s just one thing. Do you have a problem with full frontal nudity?	Are you kidding me? I never rent a movie without it! (Listens) Oh. (Listens) Uh, okay uh let me call you back. (Hangs up.)	Do you have a problem with full frontal nudity?	Oh. Uh, okay uh let me call you back.	4	4	5	4
373	5	14	1	Rachel	Ross	Hey Ross! Any word on the apartment yet?	Well, I called over there and it turns out Ugly Naked Guy is subletting it himself and he's already had like a hundred applicants.	Any word on the apartment yet?	Well, I called over there and it turns out Ugly Naked Guy is subletting it himself and he's already had like a hundred applicants.	1	1	1	1
374	6	17	1	Monica	Chandler	Yes! Why, did you—you forget to make yours?	Of course, of course not. I just have to uh, go over to the place where I-I made it and pick-pick it up.	Why, did you—you forget to make yours?	Of course, of course not. I just have to uh, go over to the place where I-I made it and pick-pick it up.	2	2	2	2
375	2	21	2	Mrs Buffay	Phoebe	What are these, stitches?	Yeah, eight of them. That's 56 to him. You know also, if, if it's raining, you can't let him look up too long 'cause that cone'll fill up really really fast.	What are these, stitches?	Eight of them.	1	1	1	1
376	7	23	2	The Director	Joey	Hang on a minute! Joey, you keep touching your face. Is something wrong?	(glances at Richard) No. Nope, I uh…I th—I thought it might be kind of a cool character thing. Y’know? He’s uh, he’s a face toucher. (Behind his back, Richard is nodding no.)	Joey, you keep touching your face. Is something wrong?	I uh…I th—I thought it might be kind of a cool character thing. Y’know? He’s uh, he’s a face toucher.	2	2	2	2
377	1	7	1	Joey	Ross	Yeeeeaaaahhh! What's messing you up? The wine? The candles? The moonlight? You've just got to go up to her and say, 'Rachel, I think that...' (Rachel comes into the room behind them)	Shhhh!	What's messing you up? The wine? The candles? The moonlight?	Shhhh!	5	4	5	5
378	7	3	2	Joey	Rachel	Oh, y’know, when we did that was when that bird was flying overhead with the fish in his mouth. Did you see it? It was gross!	(angrily) No! All right?! I did not see the bird! I did not see the fish! I did not see the piece of Styrofoam that was shaped like Mike Tyson! I did not, because I was trying to teach you how to sail a boat! Which obviously is an impossible thing to do!	Oh, y’know, when we did that was when that bird was flying overhead with the fish in his mouth. Did you see it? It was gross!	I did not see the bird! I did not see the fish! I did not see the piece of Styrofoam that was shaped like Mike Tyson!	2	2	2	2
379	8	10	1	Monica	Chandler	Honey, I’m not returning them. Okay? I mean I-I know they cost a lot, but I’m going to wear them all the time. You’ll see. Besides, I love the compliments. I mean, have you ever had something so beautiful everyone wanted it?	I have you.	Have you ever had something so beautiful everyone wanted it?	I have you.	1	1	1	1
380	5	23	1	Phoebe	Chandler	(to Joey) Ooh, do you want to talk to Chandler?	(To Phoebe) Is that Joey?! (She nods yes) Let me talk to him!	Ooh, do you want to talk to Chandler?	Is that Joey?! Let me talk to him!	4	4	1	4
381	2	11	1	Joey	Ross	Are you really not going?	I am really not going. I don't get it. They already live together, why do they need to get married?	Are you really not going?	I am really not going. I don't get it. They already live together, why do they need to get married?	2	1	1	1
382	10	2	3	Rachel	Ross	Calm ourselves?	No. We should all have dinner. Yes, we'll do it tomorrow night. I'll cook!!	You mean we should calm ourselves?	We should all have dinner. We'll do it tomorrow night. I'll cook!!	2	2	4	2
383	4	23	1	Ross	Monica	Am I?! And was it your idea to postpone the wedding?!	Umm…	And was it your idea to postpone the wedding?!	Umm…	4	4	4	4
384	10	5	2	Rachel	Phoebe	(To Monica, Chandler and Phoebe) Can any of you watch Emma?	No, I've got work and then I'm proposing..	Can any of you watch Emma?	I've got work and then I'm proposing..	2	2	2	2
385	4	20	3	Monica	Joey	Well, are you asleep right now, Joe? ‘Cause I don’t think you have to wear it unless you are!	(takes out the mouth guard) I know I don’t have too! It tastes good. (Puts it back in.)	Do you know that you don’t have to wear it unless you are sleeping?	I know I don’t have too! It tastes good.	1	1	1	1
386	5	19	1	Ross	Chandler	(To All) Was I talking to her about gas?	More so than anything else.	Was I talking to her about gas?	More so than anything else.	1	1	1	1
387	2	18	2	Richard	Monica	That's it? That's the giant number you were afraid to tell me?	Well yeah.	That's it? That's the giant number you were afraid to tell me?	Well.	1	4	4	4
388	9	14	2	Ross	Rachel	But is it technically a date if the other person doesn't show up?	Oh, oh no. Do you think she walked in, saw you and left?	But is it technically a date if the other person doesn't show up?	Oh, oh. Do you think she walked in, saw you and left?	4	4	4	4
389	8	4	3	Kristen	Ross	Really?	Uh-hmm—Wait! It gets better. Um, yeah I was in Barcelona.	Really? Were you backpacking across Western Europe?	Uh-hmm—Wait! It gets better. Um, I was in Barcelona.	1	1	1	1
390	8	2	2	Phoebe	Rachel	Ooh, is it someone in this building? Is it that tall guy from the first floor?	Ew! No!	Ooh, is it someone in this building? Is it that tall guy from the first floor?	Ew!	2	2	2	2
391	5	2	1	Rachel	Ross	Oh God, ohh, okay, y'know what, do you think ah, do you think that you just forget that I told you this?	Well, I kinda half to. I mean, because the thing is…	Oh God, ohh, okay, y'know what, do you think ah, do you think that you just forget that I told you this?	Well, I kinda half to. I mean, because the thing is…	1	1	1	1
392	5	10	1	Rachel	Monica	Yeah, they were very y'know…wrestley. But, I guess that's normal?	(laughing with Ross) We don't, we don't wrestle now.	Yeah, they were very y'know…wrestley. But, I guess that's normal?	We don't, we don't wrestle now.	2	2	4	2
393	6	15-16	2	Chandler	Monica	Well good, good for you. You really think that Roger is the perfect guy?	No. He’s not a horrible guy.	You really think that Roger is the perfect guy?	He’s not a horrible guy.	4	4	4	4
394	4	4	2	Ross	Chandler	So you’re strong enough to face her on your own?	Oh no, you’ll have to come.	So you’re strong enough to face her on your own?	Oh, you’ll have to come.	2	2	2	2
395	10	9	1	Chandler	Monica	You still want that baby?	God bless you Chandler Bing!	You still want that baby?	God bless you Chandler Bing!	1	1	1	1
396	4	3	1	Joey	Monica	Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?	Oh! Did anybody see that-that documentary on the Korean War? (Joey is pissed)	Well, we can talk about something else. What do you want to talk about? The Vietnam War?	Oh! Did anybody see that-that documentary on the Korean War?	5	5	1	5
397	2	19	1	Eddie	Chandler	You, you want, you want me to move out?	Uh-huh.	You, you want, you want me to move out?	Uh-huh.	1	1	1	1
398	7	4	1	Joey	Terry	Well, I was Dr. Drake Remoray, Stryker’s twin brother. I mean, who looks more me than me right?	Everybody has to audition.	Well, I was Dr. Drake Remoray, Stryker’s twin brother. I mean, who looks more me than me, right?	Everybody has to audition.	4	4	4	4
399	8	14	2	Rachel	Ross	Oh you went to the movies by yourself?	No I—Mona!	Oh you went to the movies by yourself?	I—Mona!	2	2	4	2
400	1	16	1	Phoebe	Joey	Hmmm? Yeah. So, um, is she fat?	Not from where I was standin’.	So, um, is she fat?	Not from where I was standin’.	2	2	2	2
401	6	15-16	1	Monica	Chandler	Oh really? When? Do you wanna do it with me?	Okay. (They both realize what he just said.)	Do you wanna do it with me?	Okay.	1	1	1	1
402	9	18	1	Joey	Ross	Seriously, that's your fantasy? To invest it?	"Oh, I'm sorry, did I say ""invest it""? I meant ""be cool and piss it all away"" (Joey and Chandler pleased)"	Seriously, that's your fantasy? To invest it?	"Oh, I'm sorry, did I say ""invest it""? I meant ""be cool and piss it all away"""	2	4	2	2
403	7	23	1	Phoebe	Rachel	I know! Monica’s gonna have a baby! Hey, can this count as her something new?	Oh my God!	I know! Monica’s gonna have a baby! Hey, can this count as her something new?	Oh my God!	4	5	4	4
404	7	16	2	Chandler	Monica	(To Monica) So you came to the room looking for Joey? Did you ever in-intend on telling me about this?	No because it-it didn’t seem important.	Did you ever in-intend on telling me about this?	It-it didn’t seem important.	2	2	2	2
405	6	24	2	Richard	Chandler	You were gonna propose? (Sits on the arm of the couch.)	Yeah I even (pause) got a ring. (Puts in on the center cushion.) Did you get a ring?	You were gonna propose?	I even got a ring.	1	1	1	1
406	6	6	1	Monica	Chandler	Can I ask you a question?	Sure!	Can I ask you a question?	Sure!	1	1	1	1
407	1	5	3	Ross	Chandler	So what're you saying here? I should shave again, pick up some wine, what?	Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwear—you want it to be dirty?	So what're you saying here? I should shave again, pick up some wine?	Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwear—you want it to be dirty?	2	2	2	2
408	6	13	2	Phoebe	Rachel	Yeah, you never heard of them?	No, of course, of course I’ve heard of them! Ross, what did you get?	You never heard of them?	Of course, of course I’ve heard of them!	1	1	2	1
409	2	6	1	Joey	Chandler	What? I have seven Catholic sisters. I've taken care of hundreds of kids. Come on, we wanna do it, don't we?	I was looking forward to playing basketball, but I guess that's out the window.	Come on, we wanna do it, don't we?	I was looking forward to playing basketball, but I guess that's out the window.	4	4	4	4
410	9	1	1	Rachel	Ross	Surprised?	And confused. Rach, sweetie, I-I um…I didn’t propose to you.	Surprised?	And confused. Rach, sweetie, I-I um…I didn’t propose to you.	1	1	1	1
411	5	5	1	Chandler	Joey	Joey, can I talk to you for a second? (He grabs him and starts to drag Joey into Monica's room.)	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	Joey, can I talk to you for a second?	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	5	4	4	4
412	4	8	1	Rachel	Ross	Ross, can you pass me the yams?	Sure! Oh, and Joey’s got the mashed potatoes if you want to exchange them.	Ross, can you pass me the yams?	Sure!	1	1	1	1
413	2	17	1	Joey	Chandler	Oh, can you believe they gave Stephanie skin cancer?	I still can't believe they promoted her to lieutenant.	Oh, can you believe they gave Stephanie skin cancer?	I still can't believe they promoted her to lieutenant.	4	4	4	4
414	3	21	1	Rachel	Ross	Yeah. Oh! Was how you invented the cotton gin?!	Okay, good bye! (leaves)	Oh! Was how you invented the cotton gin?!	Okay, good bye!	5	5	4	5
415	4	4	2	Monica	Ross	So you didn’t leave the bank?	No! And somehow, we ended up with a joint checking account.	So you didn’t leave the bank?	Somehow, we ended up with a joint checking account.	2	2	2	2
416	1	4	1	Ross	Joey	Oh my God, oh- is today the twentieth, October twentieth?	What's wrong with the twentieth?	Oh my God, oh- is today the twentieth, October twentieth?	What's wrong with the twentieth?	1	4	4	4
417	2	19	1	Rachel	Joey	Hey. Whe-ell, look at you, finally got that time machine workin' huh?	Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have?	Hey. Whe-ell, look at you, finally got that time machine workin' huh?	Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have?	4	1	4	4
418	10	2	1	Phoebe	Frank Jr.	Alice would never go for it, right?	Oh, I don't know, she's pretty tired, too, I think we've got her onboard.	Alice would never go for it, right?	Oh, I don't know, she's pretty tired, too, I think we can get her onboard.	1	4	4	4
419	8	13	2	Ross	Rachel	Momentary lapse. Don’t-don’t you have any self-control?	(holding stomach) Okay, a couple months late on the lecture, Ross.	Don’t-don’t you have any self-control?	A couple months late on the lecture, Ross.	4	4	4	4
420	9	2	1	Ross	Joey	Rachel said she’d marry you?!	(He looks around the room) This isn’t the right room, sorry folks. (leaves)	Rachel said she’d marry you?!	This isn’t the right room, sorry folks.	5	5	4	5
421	1	11	1	Joey	Ross	You don't think my mom's sexy?	Well... not in the same way…	You don't think my mom's sexy?	Well... not in the same way…	4	4	2	4
422	1	19	1	Woman No. 1	Joey	No. No, haven't seen a monkey. Do you know anything about fixing radiators?	Um, sure! Did you, uh, did you try turning the knob back the other way?	Do you know anything about fixing radiators?	Um, sure! Did you, uh, did you try turning the knob back the other way?	1	1	1	1
423	1	2	3	Rachel	Barry	(hesitates) Are you sure?	Yeah! It's fine, it's fine. Robbie's gonna be here for hours.	Are you sure I can come in?	It's fine, it's fine. Robbie's gonna be here for hours.	1	1	1	1
424	4	11	2	Monica	Chandler	(to Chandler) So, did you do it?	Yes, yes, we had the sex.	So, did you do it?	We had the sex.	1	1	1	1
425	5	2	1	Monica	Rachel	What is the matter with you?! Do you want to fall into the trap? Do you want to fall into the trap?!	Ohh! You did not drop any socks!	What is the matter with you?! Do you want to fall into the trap? Do you want to fall into the trap?!	Ohh! You did not drop any socks!	5	4	4	4
426	10	17-18	1	Joey	Phoebe	Yeah. You know? You just... Look, you gotta... You gotta think about last night the way she does, okay? Maybe, maybe sleeping together was the perfect way to say goodbye?	But now she'll never know how he feels!	You gotta think about last night the way she does, okay? Maybe, maybe sleeping together was the perfect way to say goodbye?	But now she'll never know how he feels!	2	4	2	2
427	2	17	3	Joey	Chandler	You don't keep it over here on this table any more?	No, Eddie likes to keep it over there.	You don't keep it over here on this table any more?	Eddie likes to keep it over there instead.	2	2	2	2
428	2	22	2	Mr. Greene	Ross	Are you wearing my glasses?	Yes. [pulls them off and hands them to Mr. Greene] I was just warming up the earpieces for you.	Are you wearing my glasses?	I was just warming up the earpieces for you.	1	1	2	1
429	10	13	1	Ross	Dr. Green	Right, is it painful?	What, the heart attack or sitting here talking to you?	Is it painful?	What, the heart attack or sitting here talking to you?	3	3	1	3
430	6	21	2	Rachel	Paul	(sympathetic) Ohh. So you raised her all on your own?	Yes I did.	So you raised her all on your own?	I did.	1	1	1	1
431	8	15	1	Phoebe	Ross	It’s a video of my friend giving birth. Could you just bring it back to your apartment?	All right. (reading the label) ‘Candy and Cookie?’	It’s a video of my friend giving birth. Could you just bring it back to your apartment?	All right.	1	1	1	1
432	6	15-16	1	Rachel	Joey	Umm, can I use your bathroom?	It’s uh, right through there. (Points.)	Umm, can I use your bathroom?	It’s uh, right through there.	1	1	1	1
433	6	11	1	Rachel	Chandler	Yeah! It’s an apothecary table. Does anyone even know what an apothecary is?	A pharmacist. (Rachel mocks him.)	Does anyone even know what an apothecary is?	A pharmacist.	1	1	1	1
434	8	22	1	Monica	Phoebe	She’s over a week late! She gotta have it today, right?	I don’t know. I-I think it’s still gonna be a while.	She’s over a week late! She gotta have it today, right?	I don’t know. I-I think it’s still gonna be a while.	2	2	4	2
435	9	19	1	Joey	Rachel	Yeah, that was a disappointment...(pause) Oh, hey!D'you want to come down to the set and tell me if I'm doing ok?	(excited) Are you serious?	D'you want to come down to the set and tell me if I'm doing ok?	Are you serious?	4	4	4	4
436	8	12	3	Joey	Rachel	(incredulous) Alone?!	Yes! But what is wrong with this dog?!	You’re watching it alone?!	But what is wrong with this dog?!	1	1	5	1
437	4	17	1	Monica	Ross	Ohh! Did you do what I said? Did-did-did you tell her?	I did.	Did you do what I said? Did-did-did you tell her?	I did.	1	1	1	1
438	6	22	1	Joey	Gunther	No! No, I quit a long time ago. (Pause) Did I forget to you that one? I’m sorry.	Oh that’s cool, I was gonna fire you anyway.	No, I quit a long time ago. Did I forget to you that one? I’m sorry.	Oh that’s cool, I was gonna fire you anyway.	1	1	4	1
439	10	6	1	Joey	Rachel	(very angry) You wanna know wh...? You wanna know why? (goes back into his room)	Well, this is going well. (Chandler looks worried)	You wanna know wh...? You wanna know why?	Well, this is going well.	4	5	5	5
440	9	23-24	1	Joey	Rachel	But then who? The waitress I went out with last month? (gives her a meaningful look)	You know? Forget it!	But then who? The waitress I went out with last month?	You know? Forget it!	4	4	4	4
441	10	6	1	Benjamin	Ross	Care to venture a guess?	(annoyed) May 12th?	Care to venture a guess?	May 12th?	1	1	1	1
442	8	13	3	Joey	Phoebe	You think?	Absolutely! Y’know, you get this rush of feelings, but then it goes away.	You think it’s just a crush?	Absolutely! Y’know, you get this rush of feelings, but then it goes away.	1	1	1	1
443	3	7	2	Jester	Monica	Uh, may I help you?	Yeah, I talked to you on the phone, I’m the lady that got stuck with the racecar bed.	Uh, may I help you?	I talked to you on the phone, I’m the lady that got stuck with the racecar bed.	1	1	1	1
444	9	18	3	Joey	Rachel	I did?	She dropped off a casserole?	I talked to her?	She dropped off a casserole?	4	4	4	4
445	8	5	3	Ross	Rachel	A date?	Yeah. Why? Is that weird for you?	You have a date?	Why? Is that weird for you?	1	1	1	1
446	6	4	1	Estelle	Joey	Well! Well! Well! Joey Tribbiani! So you came back huh? They think they can do better but they all come crawling back to Estelle!	What are you talkin’ about? I never left you! You’ve always been my agent!	Well! Well! Well! Joey Tribbiani! So you came back huh? They think they can do better but they all come crawling back to Estelle!	What are you talkin’ about? I never left you! You’ve always been my agent!	4	4	2	4
447	3	19	3	Monica	Pete	It’s not?	I know I’m no John Bon Jovi, (Monica laughs) or someone who find attractive, I’m just, I think, y'know, that you might end up feeling differently.	You don’t think it’s that bad, that I’m not attracted to you?	I know I’m no John Bon Jovi… or someone you find attractive, I’m just, I think, y'know, that you might end up feeling differently.	2	2	2	2
448	3	2	1	Monica	Chandler	What if it's new? I mean, we agreed not to talk again, unless we had something really important to say. Shouldn't I call him back?	Honey, you did call him back. 'Cause, it's, it's really old.	Shouldn't I call him back?	Honey, you did call him back. 'Cause, it's, it's really old.	2	2	2	2
449	2	6	1	Ross	Monica	Yeah. Hey, remember the time I jammed that pencil into your hand?	Remember it? What do you think this is, a freckle?	Yeah. Hey, remember the time I jammed that pencil into your hand?	Remember it? What do you think this is, a freckle?	1	1	1	1
450	9	14	1	Joey	Phoebe	Hey. I was just gonna get something to eat. You want something?	What you got?	Hey. I was just gonna get something to eat. You want something?	What you got?	3	4	3	3
451	3	8	1	Joey	Chandler	Oh my God, is she going back to him?	She doesn’t know. Says she loves us both. Y'know I woke up this morning and I was in love, well I was happy. Y'know it serves me right for buying that twelve pack of condoms. And now I can’t even return them, because she choked on the reciept!	Oh my God, is she going back to him?	She doesn’t know. Says she loves us both. Y'know I woke up this morning and I was in love, well I was happy. Y'know it serves me right for buying that twelve pack of condoms. And now I can’t even return them, because she choked on the reciept!	4	4	4	4
452	3	24	2	Doug	Chandler	Everybody else got one, and you want one too. Don’t you?	Ye-ye-yeah, yes I do!	Everybody else got one, and you want one too. Don’t you?	I do!	1	1	1	1
453	3	19	1	Joey	Kate	...feel like getting a cup of coffee?	Umm.	...feel like getting a cup of coffee?	Umm.	4	4	4	4
454	4	2	2	Rachel	Joey	You guys, there’s a little girl in Soho looking for this cat. I mean, you know what that means?!	(looking at the flyer) Yeah-eah! 200 dollar reward, split five ways!!	You guys, there’s a little girl in Soho looking for this cat. I mean, you know what that means?!	200 dollar reward, split five ways!!	1	1	1	1
455	3	23	1	Rachel	Phoebe	What-Pheebs?! Two dates in one day? That's so unlike you.	I know, I know! I'm like playing the field. Y'know? Like, juggling two guys, I'm sowing my wild oats. Y'know? Y'know, this kind've like y'know oat-sowin', field-playin' juggler.	What-Pheebs?! Two dates in one day? That's so unlike you.	I know, I know! I'm like playing the field. Y'know? Like, juggling two guys, I'm sowing my wild oats. Y'know? Y'know, this kind've like y'know oat-sowin', field-playin' juggler.	1	1	1	1
456	2	9	2	Ross	Rachel	Hey, anyone hear from Phoebe yet?	No, nothin'.	Hey, anyone hear from Phoebe yet?	Nothin'.	2	2	2	2
457	1	17	2	Phoebe	Joey	(as Ursula) If it was, would you stop hanging out with her?	(Thinking carefully) no. No, I, I couldn't do that.	If it was, would you stop hanging out with her?	I, I couldn't do that.	2	2	2	2
458	1	14	1	Joey	Chandler	(at the urinal) Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.	I'm sorry, I'm sorry, you're right. (gets up right behind Joey and yells in his ear) Come on, do it, do it, go, come on!!!	Can you stop yellin'?	I'm sorry, I'm sorry, you're right.	1	1	1	1
459	5	9	3	Joey	Cynthia	So you uh, still wondering?	No, we just went out.	So you uh, still wondering if I was going to ask you out?	We just went out.	2	4	2	2
460	2	5	3	Joey	Chandler	Do we need a cake?	Look guys, I know it's a little steep.	Do we need a cake?	Look guys, I know it's a little steep. But it's Ross.	1	1	1	1
461	3	20	1	Phoebe	Monica	All right. Did everyone get out okay?	Well, the giraffe’s okay. And so is the pirate.	Did everyone get out okay?	Well, the giraffe’s okay. And so is the pirate.	4	4	4	4
462	10	13	1	Joey	Phoebe	"Sure, sure. Ok, (clears his throat and starts to read from his script. He starts talking in a fake French accent, making gestures with his hands) ""Bleu de la bleu, de la blu bla bleu"" (Phoebe looks astonished, annoyed and disgusted, Joey seems very proud though) See?"	Well, you're not, (she tries to smile and contain her anger, but loses it) You're not... you're not... again, you're not SPEAKING FRENCH!	"""Bleu de la bleu, de la blu bla bleu"" See?"	Well, you're not, You're not... you're not... again, you're not SPEAKING FRENCH!	2	2	2	2
463	3	23	3	Monica	Rachel	Brides magazines?	Yes, and I know that you’d say no if he asked you, but I’m sorry; how great would you look walking down the aisle in this Donna Carin. (shows her the picture.)	You brought brides magazines?	I know that you’d say no if he asked you, but I’m sorry; how great would you look walking down the aisle in this Donna Karan.	1	1	1	1
464	6	7	1	Ross	Chandler	Did you get Monica's authorization to move all of her stuff?	Authorization? I don't need that. I'm gonna put everything back.	Did you get Monica's authorization to move all of her stuff?	Authorization? I don't need that. I'm gonna put everything back.	2	2	2	2
465	7	21	1	Chandler	Monica	(on phone) Laundry. Huh. Is that my new nickname? (Rachel is absolutely stunned, she opens her mouth in absolute amazement.)	(on phone) Awww, y'know what your nickname is, Mr. Big…	Laundry. Huh. Is that my new nickname?	Awww, y'know what your nickname is, Mr. Big…	2	2	2	2
466	2	22	2	Mr. Greene	Monica	What? The father can't drop by to see the daughter on her birthday?	No no, the father can, but um, since I am the roommate I can tell you that she's not here and I'll pass along the message, ok. So bye-bye.	The father can't drop by to see the daughter on her birthday?	The father can, but um, since I am the roommate I can tell you that she's not here and I'll pass along the message, ok. So bye-bye.	1	1	1	1
467	4	20	2	The Saleslady	Monica	May I help you ladies?	Oh, yes, umm, I’m here to pick up a dress that you have on hold.	May I help you ladies?	I’m here to pick up a dress that you have on hold.	1	1	1	1
468	10	5	1	Rachel	Amy	Oh... sit down, sit down. Oh, honey, you know, I once also almost married somebody that I didn’t love. Do you remember Barry?	Humpf, remember him? How we used to make out all the time after you went to sleep.	Do you remember Barry?	Humpf, remember him? How we used to make out all the time after you went to sleep.	1	1	1	1
469	3	15	1	Phoebe	Monica	Excuse me, but umm, isn’t he paying for your dinner?	Hey, the man’s dog just died.	Excuse me, but umm, isn’t he paying for your dinner?	Hey, the man’s dog just died.	4	4	4	4
470	3	20	1	Monica	Ross And Rachel	Hey, guys, guys, did you see my new, china cabinet?!	Uh-huh.	Hey, guys, guys, did you see my new, china cabinet?!	Uh-huh.	1	1	1	1
471	5	20	1	Ross	Rachel	You weren't there! Okay, maybe this is something that I-I'm supposed to seize! Y'know?	Okay, y'know what? Maybe, this is not about seizing stuff. Maybe this is about escaping stuff.	Okay, maybe this is something that I-I'm supposed to seize! Y'know?	Okay, y'know what? Maybe, this is not about seizing stuff. Maybe this is about escaping stuff.	2	2	2	2
472	6	10	1	Monica	Chandler	Hey guys! You found the presents? Chandler, you let them find the presents? Great! Do you know how long it took me to find you that water purifier?	That’s what you got me?	Do you know how long it took me to find you that water purifier?	That’s what you got me?	4	4	4	4
473	10	14	2	Mr Campbell	Rachel	You don't?	No, I-I-I love it there.	You don't want to leave Ralph Lauren?	I-I-I love it there.	2	2	2	2
474	2	8	2	Joey	Ross	[to Ross] Hey, so how'd it go with Julie? Did you, did you break her heart?	Yes, it was horrible. She cried. I cried. She threw things, they hit me. Anyway, I did the right thing.	Hey, so how'd it go with Julie? Did you, did you break her heart?	It was horrible. She cried. I cried. She threw things, they hit me. Anyway, I did the right thing.	1	1	1	1
475	1	19	3	Chandler	Woman No. 1	Yes have you seen any?	No. No, haven't seen a monkey. Do you know anything about fixing radiators?	Yes have you seen a monkey?	Haven't seen a monkey.	2	2	2	2
476	8	21	3	Joey	Monica	(entering) Hey uh Monica, I can’t remember. Did we say we were gonna meet here or at the movies?	We said at the movies, but…	Did we say we were gonna meet at the movies?	We said at the movies, but…	1	1	1	1
477	4	22	2	Ross	Chandler	(to Chandler) Wait-wait, so, you get to be my best man twice and I never get to be yours at all?	Oh no-no-no, you—yeah, of course you get to be my best man.	Wait-wait, so, you get to be my best man twice and I never get to be yours at all?	Of course you get to be my best man.	2	1	2	2
478	7	20	1	Monica	Joey	Okay, I think that’s it. The seating chart is done. This is our wedding. They all look like they’re having fun don’t they?	Hey, so where are my parents gonna be?	They all look like they’re having fun don’t they?	Hey, so where are my parents gonna be?	5	5	5	5
479	5	17	1	Monica	Joey	(joining him) Wow! She is pretty, huh?	Tell me about it, huh? (Realizes that she can see Monica.) Oh no-no-no, I'm not with her, she's just Monica! (He pantomimes that out.) Ewwuck! (He pushes Monica away and makes a disgusted face.)	She is pretty, huh?	Tell me about it, huh?	1	1	1	1
480	6	19	1	Joey	Chandler	Man, she is going to have a great time! Is she staying at the Hotel Corona?	You know the hotels?	Is she staying at the Hotel Corona?	You know the hotels?	4	4	4	4
481	2	10	1	Phoebe	Rachel	Well, yeah, but... no. I mean, umm... doesn't.... doesn't Russ just remind you of someone?	[looks at him] Huh, Bob Saget?	Doesn't Russ remind you of someone?	Huh, Bob Saget?	1	1	1	1
482	4	12	1	Monica	Joey	You guys! Do you realize that any minute now, Phoebe can be pregnant?	I know.	You guys! Do you realize that any minute now, Phoebe can be pregnant?	I know.	1	1	1	1
483	9	14	1	Rachel	Monica	So I'll bring her by around seven? Is that okay?	Oh, it's perfect.	So I'll bring her by around seven? Is that okay?	Oh, it's perfect.	1	1	1	1
